,name,category,artist,popularity,urls,imgs
135,Six Feet Under,sad,Billie Eilish,76,https://open.spotify.com/track/2VlLbhGLVJgdOW7kKdWWFc,https://i.scdn.co/image/ab67616d0000b273fae80fc6c7f60e75cfc519c7
136,I Don't Wanna Do This Anymore,sad,XXXTENTACION,78,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f
137,Out Of Love,sad,Alessia Cara,73,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb,https://i.scdn.co/image/ab67616d0000b273b593a2e04c6b050838dca7e8
138,It'll Be Okay,sad,Shawn Mendes,78,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,https://i.scdn.co/image/ab67616d0000b27372355b30dde4b6ded10ef48c
139,I Can't Handle Change,sad,Roar,81,https://open.spotify.com/track/0I1eFRytp4XRhLCjT6tZm7,https://i.scdn.co/image/ab67616d0000b273d72f734a66c2b545facd7517
140,Heather,sad,Conan Gray,88,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43
141,Changes,sad,Hayd,67,https://open.spotify.com/track/7KhzNtBj6hmB08fyJCIRb3,https://i.scdn.co/image/ab67616d0000b273aadad72b1e84839f27c42590
142,Romantic Homicide,sad,d4vd,92,https://open.spotify.com/track/1xK59OXxi2TAAAbmZK0kBL,https://i.scdn.co/image/ab67616d0000b273bd1a52b3d5903ee01c216da0
143,Coping,sad,Rosie Darling,68,https://open.spotify.com/track/4RX020eHQpZbZFP5jpbwOP,https://i.scdn.co/image/ab67616d0000b2735a2c092335c5efe35231d37e
144,Mr Loverman,sad,Ricky Montgomery,79,https://open.spotify.com/track/2IVsRhKrx8hlQBOWy4qebo,https://i.scdn.co/image/ab67616d0000b27367ee332af483acd134fd6fd0
145,Why Am I Waiting,sad,Papithbk,71,https://open.spotify.com/track/2po3166NqW72LwAwh8Hbld,https://i.scdn.co/image/ab67616d0000b273ab68cb9a905107fb91256411
146,when the party's over,sad,Billie Eilish,85,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
147,Carry On,sad,XXXTENTACION,76,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
148,I Found,sad,Amber Run,74,https://open.spotify.com/track/5zT5cMnMKoyruPj13TQXGx,https://i.scdn.co/image/ab67616d0000b27307a1897752cd38db3e9e43f3
149,You Broke My Heart Again,sad,"Teqkoi,Aiko",68,https://open.spotify.com/track/3jZDWsoxRHzzp3DYV8qeXE,https://i.scdn.co/image/ab67616d0000b273cead661b84f308623190f7b4
150,July,sad,Noah Cyrus,82,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,https://i.scdn.co/image/ab67616d0000b2737f66b73bd6e86f4c8d2a7692
151,when the party's over,sad,Billie Eilish,85,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
152,Half A Man,sad,Dean Lewis,78,https://open.spotify.com/track/1ugQtcwmKOXvKAYzhjncmv,https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247
153,Heather,sad,Conan Gray,88,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43
154,Lights Are On,sad,Tom Rosenthal,81,https://open.spotify.com/track/4IhTXiZLKATmwhMZIb1GQN,https://i.scdn.co/image/ab67616d0000b273963d93a7d49b6a45facb8f78
155,Train Wreck,sad,James Arthur,82,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab
156,that way,sad,Tate McRae,79,https://open.spotify.com/track/7l97ElWmIdVHWUaOeeU5ZC,https://i.scdn.co/image/ab67616d0000b273cdfe41cd475f8ad3a29b3537
157,Someone You Loved,sad,Lewis Capaldi,90,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
158,traitor,sad,Olivia Rodrigo,87,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
159,Out Of Love,sad,Alessia Cara,73,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb,https://i.scdn.co/image/ab67616d0000b273b593a2e04c6b050838dca7e8
160,How To Never Stop Being Sad,sad,dandelion hands,71,https://open.spotify.com/track/6ZLt6fyonW1xOGMBC9vJPJ,https://i.scdn.co/image/ab67616d0000b2731936dfa81ba2eb3113fc489f
161,If the World Was Ending (feat. Julia Michaels),sad,"JP Saxe,Julia Michaels",75,https://open.spotify.com/track/77MdvMx9L4ZQuLhhn3o21h,https://i.scdn.co/image/ab67616d0000b273e19d9c548f323ab0f0299d36
162,lovely (with Khalid),sad,"Billie Eilish,Khalid",90,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c
163,Be Alright,sad,Dean Lewis,80,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247
164,Heal,sad,Tom Odell,74,https://open.spotify.com/track/4KlL5Bwlm4yHYxr0B2rHci,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
165,If You Want Love,sad,NF,77,https://open.spotify.com/track/3i5qVV8azKqGFK4Gzdt5YS,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f
166,you were good to me,sad,"Jeremy Zucker,Chelsea Cutler",76,https://open.spotify.com/track/4CxFN5zON70B3VOPBYbd6P,https://i.scdn.co/image/ab67616d0000b273d841ad4d4aa791514d7e9758
167,One Day,sad,Tate McRae,72,https://open.spotify.com/track/4Ey0LK1HzksUqm9JLzzKuD,https://i.scdn.co/image/ab67616d0000b2734de739135ec975b47e65cddd
168,Falling Apart,sad,Michael Schulte,76,https://open.spotify.com/track/0aIW3ekrhK1eh3BYCh11op,https://i.scdn.co/image/ab67616d0000b273ab43ce4feed57aa8ada5e148
169,happier,sad,Olivia Rodrigo,85,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
170,changes,sad,XXXTENTACION,80,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
171,Hold Me While You Wait,sad,Lewis Capaldi,80,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
172,Already Gone,sad,Sleeping At Last,68,https://open.spotify.com/track/5zCunX8URvLoBHlg1Fnjv6,https://i.scdn.co/image/ab67616d0000b2734e1aa82170ba0076076b9606
173,i love you,sad,Billie Eilish,81,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
174,Happiest Year,sad,Jaymes Young,77,https://open.spotify.com/track/219slQu3ALbTSAe9P22hvE,https://i.scdn.co/image/ab67616d0000b2734fa99b79cb393270c88adfdf
175,Hold On,sad,Chord Overstreet,82,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,https://i.scdn.co/image/ab67616d0000b273c60473419a4ce96822541181
176,Break My Heart Again,sad,FINNEAS,74,https://open.spotify.com/track/0DGh73t9eaZA3X3ZXHf4Qe,https://i.scdn.co/image/ab67616d0000b273e64e1b406b2f65efc0d9fcad
177,All I Want,sad,Kodaline,82,https://open.spotify.com/track/0NlGoUyOJSuSHmngoibVAs,https://i.scdn.co/image/ab67616d0000b2733e42854096da9a3b1ca901c9
178,Vas,sad,jagger finn,78,https://open.spotify.com/track/6S7o12almFeL57rbRvdY5l,https://i.scdn.co/image/ab67616d0000b273ee2d3d1345c66a43c57f31c3
179,Falling,sad,Harry Styles,85,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
180,enough for you,sad,Olivia Rodrigo,77,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
181,Rosyln,sad,"Bon Iver,St. Vincent",78,https://open.spotify.com/track/4k7x3QKrc3h3U0Viqk0uop,https://i.scdn.co/image/ab67616d0000b2738cdc3315bbb5331eddf6a21d
182,feel like shit,sad,Tate McRae,69,https://open.spotify.com/track/03zuGqxMwUFFmCwusq0WKE,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2
183,Destroy Myself Just For You,sad,Montell Fish,74,https://open.spotify.com/track/40Fmr4mXhz4PtrMAPTnoXB,https://i.scdn.co/image/ab67616d0000b27338900c29071fe12d7a0a13cc
184,listen before i go,sad,Billie Eilish,78,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
185,Deep End,sad,Birdy,66,https://open.spotify.com/track/555CH6CnGJRqO37pqA30vW,https://i.scdn.co/image/ab67616d0000b27355ff8d164c51a7b3d71d9248
186,hate u love u,sad,Olivia O'Brien,74,https://open.spotify.com/track/6ATgDc6e4sPn84hvJsAmPt,https://i.scdn.co/image/ab67616d0000b273f9a776c0d4ec78052c92882b
187,Glimpse of Us,sad,Joji,82,https://open.spotify.com/track/4ewazQLXFTDC8XvCbhvtXs,https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb
188,Everybody Dies In Their Nightmares,sad,XXXTENTACION,85,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
189,Dancing With Your Ghost,sad,Sasha Alex Sloan,81,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ,https://i.scdn.co/image/ab67616d0000b273141cf717cd3993690358a60c
190,All I Ask,sad,Adele,76,https://open.spotify.com/track/6DEMMeWXfmFAXgDUMMzeg6,https://i.scdn.co/image/ab67616d0000b2737b9888dc365b8f957c63df14
191,"1 step forward, 3 steps back",sad,Olivia Rodrigo,78,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
192,Lonely (with benny blanco),sad,"Justin Bieber,benny blanco",74,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
193,One,sad,Lewis Capaldi,70,https://open.spotify.com/track/5C1TucCRf4Vjjree1OItyv,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
194,In The Stars,sad,Benson Boone,84,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn,https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6
195,Bored,sad,Billie Eilish,85,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c
196,Not About Angels,sad,Birdy,74,https://open.spotify.com/track/5sF7hdYvhrcgNq8NZjfK8L,https://i.scdn.co/image/ab67616d0000b273a7a7f6236a9219ffc8e9054c
197,Happier,sad,Ed Sheeran,81,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
198,worldstar money (interlude),sad,Joji,79,https://open.spotify.com/track/0baNzeUcPQnQSagpe8T0mD,https://i.scdn.co/image/ab67616d0000b2738e947f66f6d4eeaa56a28767
199,Pray,sad,Jessie Murph,76,https://open.spotify.com/track/7MOCaEUbfGyq1K96umNVwJ,https://i.scdn.co/image/ab67616d0000b2739375bce83fc4fd70a683813e
200,Already Enough,fear,"Fearless Soul,Rachael Schroeder",41,https://open.spotify.com/track/0T1ZQ6mggTWuYwfjBtsQjB,https://i.scdn.co/image/ab67616d0000b2733a825c8a5d5bb572fd458ad5
201,Breathe,fear,"Fearless Soul,Rachael Schroeder",23,https://open.spotify.com/track/4WUvwvOA7jxauWr1BIdkTg,https://i.scdn.co/image/ab67616d0000b273523f07e851d2e7d04cc00559
202,Believe,fear,Fearless Soul,37,https://open.spotify.com/track/2fSdDq0hDtkfEnEpJEhJGx,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
203,Meant for You,fear,Fearless Soul,30,https://open.spotify.com/track/2PaBlttqimMVnsy4B6YaJF,https://i.scdn.co/image/ab67616d0000b273a075a7fd3f2e42ac9f7d731d
204,What's Coming Is Better Than What's Gone,fear,Fearless Soul,34,https://open.spotify.com/track/4unbtcpCVuvTgYrvrVtGE7,https://i.scdn.co/image/ab67616d0000b27317f271d3a20bf5477e56ea23
205,Take That Chance,fear,"Fearless Soul,Rachael Schroeder",39,https://open.spotify.com/track/7GnWIcq8ndXa3aboUWxZDb,https://i.scdn.co/image/ab67616d0000b2733ab92616753a7ee22e3ad93b
206,Only Love,fear,"Fearless Soul,Rachael Schroeder",42,https://open.spotify.com/track/65XUijLKHruEYw1zMwKeI5,https://i.scdn.co/image/ab67616d0000b2732dc91c2361cf6005501ad9d4
207,One Day Things Will Go My Way,fear,Fearless Soul,28,https://open.spotify.com/track/1Q91bzrcO4Bkwa3n1piWnv,https://i.scdn.co/image/ab67616d0000b273080fe1e14c894b4a42da5c30
208,Stronger,fear,Fearless Soul,32,https://open.spotify.com/track/2w6Uf3rwBdOJUo85Mu07x1,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
209,Tears Will Dry,fear,Fearless Soul,31,https://open.spotify.com/track/1bs8JNAAHN2IgQlSkRuKKZ,https://i.scdn.co/image/ab67616d0000b2737e3972bfaa9c80a3bc46f9eb
210,The Deepest Purpose,fear,Fearless Soul,25,https://open.spotify.com/track/1NjSpYBED0HPAgnGkgeU3X,https://i.scdn.co/image/ab67616d0000b27307c6523a823a22dbbe05f617
211,Brighter Days,fear,"Fearless Soul,Rachael Schroeder",40,https://open.spotify.com/track/2Jb5RTs4AQ76SqXJKoEg6Z,https://i.scdn.co/image/ab67616d0000b273373cae06ee545754a8716f92
212,Heaven,fear,"Savella,Rachael Schroeder",43,https://open.spotify.com/track/0Dc7TkzWAujsC0FcJlPYbP,https://i.scdn.co/image/ab67616d0000b27307b55c8be66aee7e343393b5
213,I Am Me (If I Have to I'll Walk Alone),fear,Fearless Soul,25,https://open.spotify.com/track/5Sk3Y079vxnO7no9LH2nMX,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
214,Living Now,fear,"Fearless Soul,Rachael Schroeder",26,https://open.spotify.com/track/2kWouaUxM2HFaJom5nb3WZ,https://i.scdn.co/image/ab67616d0000b273c891bc792042af8684f418b1
215,I Am the Storm,fear,"Fearless Soul,Rachael Schroeder",24,https://open.spotify.com/track/18g8vGunTzIe9nN5beR7iR,https://i.scdn.co/image/ab67616d0000b273cf55b59cadca8a8da6bdde75
216,Fix You,fear,Fearless Soul,0,https://open.spotify.com/track/28adRiQeQlNMLStTG6mkgZ,https://i.scdn.co/image/ab67616d0000b273dadfe1e66b0be1d4badecd63
217,Good Things Take Time,fear,"Fearless Soul,Rachael Schroeder",35,https://open.spotify.com/track/6mxMGEyyd6uk5RyfrQkjeU,https://i.scdn.co/image/ab67616d0000b2737f84bb7bce75ee520f17befc
218,My Own Hero,fear,"Fearless Soul,Rachael Schroeder",27,https://open.spotify.com/track/29E79Vq1u5mGR4qpNXz7jK,https://i.scdn.co/image/ab67616d0000b273032debc73deb71e4e194b60b
219,Free My Soul,fear,Fearless Soul,28,https://open.spotify.com/track/2oQRNoNmHHEEPn4bqeV5ew,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
220,Uncertainty (I Will Face),fear,"Fearless Soul,Rachael Schroeder",23,https://open.spotify.com/track/2YTiYm5JUA4ADqgUYLyHn3,https://i.scdn.co/image/ab67616d0000b2736384260d7c6ab96d82067057
221,Begin Again,fear,"Fearless Soul,Rachael Schroeder",26,https://open.spotify.com/track/6gFj7CoNtduhSdd4Ny7nbx,https://i.scdn.co/image/ab67616d0000b2738217aa1716fe2df6b7452873
222,Changing My Narrative,fear,"Fearless Soul,Rachael Schroeder",37,https://open.spotify.com/track/3YbxgVpFoaHjhvscWFxH0J,https://i.scdn.co/image/ab67616d0000b27331345ae904752585acdf1ba6
223,Day by Day,fear,"Fearless Soul,Rachael Schroeder",25,https://open.spotify.com/track/4jGhOt0mPHQ011JPvgV2uo,https://i.scdn.co/image/ab67616d0000b273d5270f9da0a9a689ad75f655
224,Pick Myself up Again,fear,Fearless Soul,21,https://open.spotify.com/track/7hyGrrMT9kf1fmZ1EU0G1C,https://i.scdn.co/image/ab67616d0000b273cd1f38bef70f03b1add223af
225,You're Amazing (Sammi's Song),fear,Fearless Soul,25,https://open.spotify.com/track/690bjbS0kZSCW4QChUcrbt,https://i.scdn.co/image/ab67616d0000b2733bd1a679e2fd18de79ebc972
226,Dare to Be Me,fear,"Fearless Soul,Rachael Schroeder",23,https://open.spotify.com/track/5PqgXKb4LVKaUp8FIH05Bc,https://i.scdn.co/image/ab67616d0000b27352a6f5fd4e36a9dab55907ae
227,Never Too Late to Start Again,fear,Fearless Soul,27,https://open.spotify.com/track/1erFtGzhH7fHsfoOL3xeJk,https://i.scdn.co/image/ab67616d0000b273df12dedc3bc509ce07450b41
228,True Colors,fear,"Fearless Soul,Rachael Schroeder",42,https://open.spotify.com/track/57CCT8lTMw0b5XuFSfTEZ7,https://i.scdn.co/image/ab67616d0000b27326298af629d86c42b53e4c88
229,Rainbow,fear,"Fearless Soul,Rachael Schroeder",22,https://open.spotify.com/track/1TECRtEhNavnLIwJvNuNdj,https://i.scdn.co/image/ab67616d0000b273ccc9636d34751220f6af36e8
230,One Day It Will Be All Over,fear,Fearless Soul,16,https://open.spotify.com/track/5i5Ure7UDJ8HEwpIwI4UkT,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
231,Light and Love,fear,"Fearless Soul,JiLLi",21,https://open.spotify.com/track/2KMFmewOMWmmjtlfzMVsvN,https://i.scdn.co/image/ab67616d0000b273aee6978d3f1d03c1d97c9443
232,Let It Go,fear,Fearless Soul,20,https://open.spotify.com/track/7fXbRw0HYty1dNP216Hr8n,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
233,This Is Not the End (Hang in There Remix),fear,"Fearless Soul,The Julianno",26,https://open.spotify.com/track/5p3Cuxs8ihQxGiWW89g8M7,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
234,Thank You,fear,Fearless Soul,21,https://open.spotify.com/track/62Av9YfCtryh4M7qXlF7wh,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
235,The Real Me (Acoustic),fear,Fearless Soul,10,https://open.spotify.com/track/1WlKCroEBVaFy7ldG7E2qq,https://i.scdn.co/image/ab67616d0000b273fa411be6e7766f42d1d083d7
236,Better Life,fear,Fearless Soul,19,https://open.spotify.com/track/1NFuGNCnwzf1scDVRS2NYC,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
237,The Best Revenge Is Letting Go,fear,Fearless Soul,15,https://open.spotify.com/track/2IhR4Rf9mwb8fzfCKofupZ,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
238,Your Words Matter,fear,Fearless Soul,16,https://open.spotify.com/track/4nM65Y4SEdFbbTQ3ClWjnq,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
239,Be Kind,fear,Fearless Soul,18,https://open.spotify.com/track/783tROY6zUCOIusahtbdjc,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
240,Find My Way,fear,Fearless Soul,28,https://open.spotify.com/track/22ihRHHAOEknFPO6LrD1uw,https://i.scdn.co/image/ab67616d0000b2736c7e26a557e5a720144e4857
241,Better Life,fear,Fearless Soul,20,https://open.spotify.com/track/1zvcGpQHrKv1xgyWJvjJfH,https://i.scdn.co/image/ab67616d0000b273c8c2547797ab11a7f32cf11a
242,It’s Within You,fear,Fearless Soul,19,https://open.spotify.com/track/5FaLABiC4Ze4T0ypNnEAHC,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
243,Piece of Good,fear,Fearless Soul,36,https://open.spotify.com/track/665PMJKOZiOESJIejlS1Mt,https://i.scdn.co/image/ab67616d0000b273aa7cabad047e09444c09508b
244,Follow Your Heart,fear,Fearless Soul,16,https://open.spotify.com/track/1W0sO9b5zhHxS5FYL1bOKM,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
245,Let Love Lead the Way,fear,"Fearless Soul,Rachael Schroeder",27,https://open.spotify.com/track/69ao9kMt6LQf9cZw46rRCw,https://i.scdn.co/image/ab67616d0000b27356607880f6cba43e4c3c1e13
246,Believe in Miracles,fear,Fearless Soul,22,https://open.spotify.com/track/4RM7g2vYwjtJqwKYjnjmjP,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
247,Mind over Matter,fear,Fearless Soul,21,https://open.spotify.com/track/7gKSNiCEAxR6I8AGQ7k5i2,https://i.scdn.co/image/ab67616d0000b273f46ba1956426a85370ae9cd9
248,You Can Do Impossible Things,fear,Fearless Soul,14,https://open.spotify.com/track/79g07YYWbq1r4yLth1BlEc,https://i.scdn.co/image/ab67616d0000b273169e25505cce86c3566403ff
249,Confident,fear,Fearless Soul,17,https://open.spotify.com/track/69Vjcm4hsHonrbJjenncBi,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
250,Heroes (We Could Be),fear,Fearless Soul,0,https://open.spotify.com/track/2uahGH1c0ngxE5ForpRXBI,https://i.scdn.co/image/ab67616d0000b2739f671e32b90b35a6b0e4b677
251,Be the Change You Wish to See,fear,Fearless Soul,14,https://open.spotify.com/track/2L1GaU9KCq31vBRwLewCj0,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
252,Different,fear,Fearless Soul,16,https://open.spotify.com/track/0yGu41HyFc5i7yxBwS8owd,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
253,Thoughts Become Things,fear,Fearless Soul,20,https://open.spotify.com/track/4kpUZZNM9AJPc7ODoAO43e,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
254,Free to Be,fear,Fearless Soul,15,https://open.spotify.com/track/1dsNcfEyxalBQvBRrD70ld,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
255,The Real Me,fear,Fearless Soul,10,https://open.spotify.com/track/0Hi5TJZKfOZLpchOH1fhSH,https://i.scdn.co/image/ab67616d0000b273c2762eabee5887b15af08b9a
256,The Best Revenge (Love Version),fear,Fearless Soul,11,https://open.spotify.com/track/7p3QfCh9Vme6uvNDb4E8y0,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
257,Grass Is Greener,fear,Fearless Soul,16,https://open.spotify.com/track/6fYrm6u5pKItH9feNMycgE,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
258,We're All One,fear,Fearless Soul,15,https://open.spotify.com/track/7pDbHfhQ3p5Lzc0rN16MiZ,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
259,Be Myself,fear,"Fearless Soul,Fearless Motivation",15,https://open.spotify.com/track/79jrXiTdh9WdRBrCaBx4JL,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
260,Stronger (Piano Version),fear,Fearless Soul,36,https://open.spotify.com/track/7wYMMCKe9hcoEe5eNN5YLY,https://i.scdn.co/image/ab67616d0000b2739c3a7228c473434034e8e9f5
261,Fix You - Live,fear,"Fearless Soul,Rachael Schroeder",0,https://open.spotify.com/track/2ngQ9wXgq6ZDhocYSWPAJp,https://i.scdn.co/image/ab67616d0000b2732fd79c448375034585c622d5
262,Take Chances,fear,Fearless Soul,11,https://open.spotify.com/track/6ppDe6Bdyg54Md8RZFKBA0,https://i.scdn.co/image/ab67616d0000b2732782091e7452c9ec8e813a12
263,Piece of Good,fear,Fearless Soul,14,https://open.spotify.com/track/7DxxKMS3xHTlBAajZ6JWD4,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
264,5 Things,fear,"Fearless Soul,Lyrically Twisted",12,https://open.spotify.com/track/1qSBY477E2DlD1HV3rXLYz,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
265,The Meaning of Life,fear,"Fearless Soul,Lyrically Twisted",10,https://open.spotify.com/track/4sdM9SbtlgCsSm4r1SmU7e,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
266,Limitations,fear,"Fearless Soul,Jones 2.0",11,https://open.spotify.com/track/3a1oQuQlXu3hqdWozJ1mZL,https://i.scdn.co/image/ab67616d0000b2737bb094b6ed81e0c1cc1496b2
267,Kind to Yourself,fear,"Fearless Soul,Rachael Schroeder",33,https://open.spotify.com/track/4TRsP00ZJmMlUx3JGTkzsS,https://i.scdn.co/image/ab67616d0000b2737f62613c4c693009010d49cb
268,Before It's Over,fear,"Fearless Soul,Rachael Schroeder",20,https://open.spotify.com/track/0A40YICcULTEx9yCFBE9k6,https://i.scdn.co/image/ab67616d0000b273aaba240e647966d9c57234e5
269,Don't Dream It's Over,fear,"Fearless Soul,Rachael Schroeder",40,https://open.spotify.com/track/5g9ZE24cLRIRIYQYsKVe9T,https://i.scdn.co/image/ab67616d0000b273a26d0ca5f4e650cec1accf82
270,Always Changing,fear,"Fearless Soul,Rachael Schroeder",14,https://open.spotify.com/track/3PKB65sj5dYvo5WpPbcnXZ,https://i.scdn.co/image/ab67616d0000b2734cfdcdfd301a511f62006557
271,Hallelujah,fear,"Fearless Soul,The Julianno",26,https://open.spotify.com/track/7IooYkW0yGMSYlvTYZuitv,https://i.scdn.co/image/ab67616d0000b2734e258e4cd3ea8fee64290c2b
272,human,fear,Fearless Soul,27,https://open.spotify.com/track/7nQBzRUUA0Uo3VlNqxi0Zs,https://i.scdn.co/image/ab67616d0000b2734e258e4cd3ea8fee64290c2b
273,Elastic Heart,fear,Fearless Soul,31,https://open.spotify.com/track/4OoygSD9V5m2uvZYUwZOdB,https://i.scdn.co/image/ab67616d0000b2734e258e4cd3ea8fee64290c2b
274,No More Negativity,fear,Fearless Soul,11,https://open.spotify.com/track/6H7pYRyx3I8q4J0EKB8sWm,https://i.scdn.co/image/ab67616d0000b273f14fa4fa0c67fac813313a96
275,Kill Em With Kindness,fear,"Savella,Rachael Schroeder",25,https://open.spotify.com/track/2ytaxMQgFSVzi5OapR5vQb,https://i.scdn.co/image/ab67616d0000b2734f35ebe0825d6fb529cd071c
276,Not Your Savior,fear,"Savella,Rachael Schroeder",16,https://open.spotify.com/track/7IsheFuXJr9waH7HvBxrAy,https://i.scdn.co/image/ab67616d0000b27315583214a8269967e44b09cd
277,Kill Em With Kindness - Acoustic,fear,"Savella,Rachael Schroeder",44,https://open.spotify.com/track/7qcnmQQX95lU164B9IeVAz,https://i.scdn.co/image/ab67616d0000b2734f35ebe0825d6fb529cd071c
