,name,category,artist,popularity,urls,imgs
278,Shine Brave,fear,"Fearless Soul,Saul City",27,https://open.spotify.com/track/0R0SfchP5J4CFJjjpZMbvh,https://i.scdn.co/image/ab67616d0000b27336fde54f1055e748815c7222
279,My Immortal,fear,"Savella,Rachael Schroeder",40,https://open.spotify.com/track/6Wsm0tsNz4l80pciJNNqgp,https://i.scdn.co/image/ab67616d0000b27380d2b20acb3bbc38136df55f
280,Love Is Contagious,fear,"Fearless Soul,JiLLi",15,https://open.spotify.com/track/0oSyMT9kQCVZTjWOYNgfsY,https://i.scdn.co/image/ab67616d0000b273032debc73deb71e4e194b60b
281,Heart Song,fear,"Fearless Soul,Saul City",11,https://open.spotify.com/track/1ka4J4MgnVQtKMGgjc0GuW,https://i.scdn.co/image/ab67616d0000b273eae5df56c0889cd04b4592d3
282,Look Within,fear,Fearless Soul,14,https://open.spotify.com/track/2e2ajiHyWAbwl50CAChqUa,https://i.scdn.co/image/ab67616d0000b273caf34b5fe29f69dfab97d667
283,The Sun Will Come Out,fear,Fearless Soul,11,https://open.spotify.com/track/4MIINolTRaOHmbOok4Wm6S,https://i.scdn.co/image/ab67616d0000b27324c8549ae895f8dd72d87645
284,Hope,fear,Fearless Soul,10,https://open.spotify.com/track/43BlCAwiyEw9jqQB9GEOPu,https://i.scdn.co/image/ab67616d0000b2736d17703ce6907a0d4cb2c2a1
285,The Climb,fear,Fearless Soul,40,https://open.spotify.com/track/6E81vx9iKbpVb9vWDGqfPs,https://i.scdn.co/image/ab67616d0000b273bf8c1d4f82fda9462bb95d77
286,My Power,fear,Fearless Soul,20,https://open.spotify.com/track/0378T0naGrLkPKSWLCwt7P,https://i.scdn.co/image/ab67616d0000b273ac00ceb1dce97281e2f1e759
287,Rainbow (Acoustic),fear,"Fearless Soul,Rachael Schroeder",41,https://open.spotify.com/track/2IasNNwKkhAyAADb5n1Srt,https://i.scdn.co/image/ab67616d0000b27330e4f067a821872e8911a446
288,Spirits,fear,Fearless Soul,19,https://open.spotify.com/track/3UaWvh3l7KSx96laGUly5o,https://i.scdn.co/image/ab67616d0000b27322639827ba1eb9cfe8463be6
289,Million To One,fear,"Fearless Soul,Rachael Schroeder",39,https://open.spotify.com/track/5RiAouQC16ccOkHVPSkuQe,https://i.scdn.co/image/ab67616d0000b27377898877bf47da3b7ad4b3af
290,Don't Worry (Good Things Will Come),fear,"Fearless Soul,Rachael Schroeder",41,https://open.spotify.com/track/0HSvPS7RyfaoovMkMoyVMu,https://i.scdn.co/image/ab67616d0000b273a176039bf1a0d072b41f6905
291,Can't Wait to Meet You,fear,Fearless Soul,13,https://open.spotify.com/track/1cLhrXze4hYpJONkKyoLmP,https://i.scdn.co/image/ab67616d0000b2739a8435dceaf45a6e7e5310e6
292,Can't Wait to Meet You (Piano),fear,Fearless Soul,33,https://open.spotify.com/track/56exwfGU6vA8z5KsBQ7rg8,https://i.scdn.co/image/ab67616d0000b2739a8435dceaf45a6e7e5310e6
293,Live Your Way,fear,"Fearless Soul,Rachael Schroeder",23,https://open.spotify.com/track/0QNKag3pQWAlNHbL08FMNJ,https://i.scdn.co/image/ab67616d0000b273f44e97d4e3cfff45fd6cf832
294,Only a Season,fear,"Fearless Soul,Rachael Schroeder",20,https://open.spotify.com/track/0z11WKJbzzV66BUh0Qdqfa,https://i.scdn.co/image/ab67616d0000b273345e6a6fe7fc86f4aa8a7da9
295,Grateful,fear,"Fearless Soul,Rachael Schroeder",27,https://open.spotify.com/track/3u9K5bbcuyX7IH9YcN5Cjj,https://i.scdn.co/image/ab67616d0000b2731ee5520bfd6b3c449adfe2d7
296,Waiting for Me,fear,"Fearless Soul,Tyler Burdic",22,https://open.spotify.com/track/4S60ZDZc8RFu1oi3oKPpQB,https://i.scdn.co/image/ab67616d0000b27376a8b9d3efea9af327456795
297,We All Fall,fear,Fearless Soul,20,https://open.spotify.com/track/3TauE8xpL7cotp1iBTuA6N,https://i.scdn.co/image/ab67616d0000b27312ac0dbabd11838dd7dda55d
298,When the Time Is Right,fear,Fearless Soul,24,https://open.spotify.com/track/38KQPZ1O0ZjYbusGixCKNx,https://i.scdn.co/image/ab67616d0000b27317dedb09efeeded55bf32166
299,Flames (Acoustic),fear,"Fearless Soul,Tyler Burdic",44,https://open.spotify.com/track/0YNxBhkZRWSTfar4AQRuw7,https://i.scdn.co/image/ab67616d0000b273d9653ca2b158b33956b94fd1
300,METHHEAD FREESTYLE,angry,"Lil Darkie,Eric North,JOHNNASCUS,Half Metal Kaiba,BLCKK,BRUHMANEGOD,LiL CUBENSiS,Royalty the Kidd,Afourteen,Wendigo",63,https://open.spotify.com/track/495T3rrTtGF4FRHHvldWjh,https://i.scdn.co/image/ab67616d0000b27304e5edad2fa4929e73d1fdf5
301,TRRST,angry,"IC3PEAK,ZillaKami",66,https://open.spotify.com/track/0M56diRArdi0vRYmLBeltn,https://i.scdn.co/image/ab67616d0000b273c920d3f99417e0e14ac7a512
302,Break Shit,angry,Jasiah,65,https://open.spotify.com/track/46PndWC5iW7JpdmaY2Jswq,https://i.scdn.co/image/ab67616d0000b27314e64ee8d67e847491855f69
303,abcdefu (angrier),angry,GAYLE,71,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,https://i.scdn.co/image/ab67616d0000b2733acbe79d4a2013021b607a84
304,Riot,angry,Hollywood Undead,66,https://open.spotify.com/track/1igr912oduAmZQaoGhiADw,https://i.scdn.co/image/ab67616d0000b2739d9ad06a0afeb368cdab1067
305,Angry Too,angry,Lola Blanc,65,https://open.spotify.com/track/3DgxdsUHAvQgWPdPij6IVw,https://i.scdn.co/image/ab67616d0000b27391f215ee35cf0a71f3c73157
306,I duckinf hatw you,angry,"Ghostemane,Parv0",72,https://open.spotify.com/track/6LHhaWs0HzuPhflDWiVtp1,https://i.scdn.co/image/ab67616d0000b2735abcea911bfb4b25200f770f
307,Hayloft II,angry,Mother Mother,77,https://open.spotify.com/track/0kYMwaQWABTkFff8AZjmYI,https://i.scdn.co/image/ab67616d0000b273ac91ecc149d3fb876f117a84
308,labour,angry,Paris Paloma,82,https://open.spotify.com/track/2Ggr9IfS70wYQacW8nZKPG,https://i.scdn.co/image/ab67616d0000b273afcb0b97ababb33ca367917e
309,Bxmb Threat,angry,Chauncey666,57,https://open.spotify.com/track/22Zd0jHYLHX1We7fWxwYL2,https://i.scdn.co/image/ab67616d0000b273be8764f7b84d1138d1ebee4d
310,I Hate Everything About You,angry,Three Days Grace,76,https://open.spotify.com/track/0M955bMOoilikPXwKLYpoi,https://i.scdn.co/image/ab67616d0000b27377922eaa071fb388270f203f
311,HAHA,angry,Lil Darkie,63,https://open.spotify.com/track/18Gcl5bxdd8bpBhWOj1rCR,https://i.scdn.co/image/ab67616d0000b273d4638523848beff19bff7226
312,Rage,angry,Rico Nasty,55,https://open.spotify.com/track/0d3pSVPhCfuzAJLyMUZYjT,https://i.scdn.co/image/ab67616d0000b27341e7c5b95a9d860b5d868b0e
313,Drunk Walk Home,angry,Mitski,65,https://open.spotify.com/track/093N3AMhUnOeE4wgNRsBOO,https://i.scdn.co/image/ab67616d0000b273e90db8983ebd43b776694179
314,DAYWALKER! (feat. CORPSE),angry,"Machine Gun Kelly,CORPSE",67,https://open.spotify.com/track/2NnJpRXIlx35Vij3bPZO0h,https://i.scdn.co/image/ab67616d0000b273d61bd7979bfead643d7100b8
315,I Wanna Bitch Like Dillion Harper,angry,KAMAARA,58,https://open.spotify.com/track/1RPXpk7oHjhEVvNSDtHruZ,https://i.scdn.co/image/ab67616d0000b273eab353328a9552831299e93b
316,I've Had Enough,angry,Melina KB,63,https://open.spotify.com/track/534P1wgOzlgSogu8At0B6b,https://i.scdn.co/image/ab67616d0000b273f5d77ed0bc17c6217d910e3b
317,I Hate My Mom,angry,GRLwood,59,https://open.spotify.com/track/05tkwIiIjcYXquRoObDh94,https://i.scdn.co/image/ab67616d0000b2732d79736c62f1e6d966357dcd
318,Can You Feel My Heart,angry,Bring Me The Horizon,81,https://open.spotify.com/track/0WSa1sucoNRcEeULlZVQXj,https://i.scdn.co/image/ab67616d0000b27360cf7c8dd93815ccd6cb4830
319,i hope ur miserable until ur dead,angry,Nessa Barrett,70,https://open.spotify.com/track/4ka1FkKAMde6dQAFFMXKac,https://i.scdn.co/image/ab67616d0000b27343fd9d2da3b26df82b9e0fe7
320,Custer,angry,Slipknot,77,https://open.spotify.com/track/3GiJq4AQK7324mfIQbpiTf,https://i.scdn.co/image/ab67616d0000b273eed722040c6810f7a7da93ea
321,YOU CAN SMD,angry,"City Morgue,ZillaKami",61,https://open.spotify.com/track/4uUUPTF8566PHM1dZqH5Kb,https://i.scdn.co/image/ab67616d0000b273d127ecd89d2f82594dee83d5
322,BATSHIT,angry,Lil Darkie,58,https://open.spotify.com/track/6YNh2sMxv2v09rfxiPjgcW,https://i.scdn.co/image/ab67616d0000b273056090ee900f03e8ba9092a0
323,Faggot,angry,Mindless Self Indulgence,63,https://open.spotify.com/track/09RhTAi0nuzCs5KS2XWSs5,https://i.scdn.co/image/ab67616d0000b2739b7d74bb24a0d44a46ce893b
324,Picture To Burn,angry,Taylor Swift,72,https://open.spotify.com/track/32mVHdy0bi1XKgr0ajsBlG,https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c
325,good 4 u,angry,Olivia Rodrigo,87,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
326,Tantrum,angry,Ashnikko,65,https://open.spotify.com/track/3htJKHlAjUoRmNLheJ8uTV,https://i.scdn.co/image/ab67616d0000b2739ee25a36c6fe0c2841fff542
327,Fences,angry,Destroy Boys,56,https://open.spotify.com/track/1xFzQ7lZeNZkaXeozVWb79,https://i.scdn.co/image/ab67616d0000b273f2b7749f89b45e0871b80527
328,Boy Division,angry,My Chemical Romance,57,https://open.spotify.com/track/7wzNovIu5urOjulGX4VzFo,https://i.scdn.co/image/ab67616d0000b27312c603c167a40a23f45f2e33
329,Alien Blues,angry,Vundabar,83,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71
330,10 Things I Hate About You,angry,Leah Kate,76,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH,https://i.scdn.co/image/ab67616d0000b273596a9d381ffda7d97da5d702
331,Flesh,angry,Ghostemane,68,https://open.spotify.com/track/1Ae2QJGUPtnCzdA4XYn1NF,https://i.scdn.co/image/ab67616d0000b273b5ea1cb4ed9ef489db89597f
332,THE ELECTRIC EXPERIENCE,angry,"City Morgue,ZillaKami,SosMula",60,https://open.spotify.com/track/4ZAy1Vh6u97dJRnEg1qexN,https://i.scdn.co/image/ab67616d0000b273d127ecd89d2f82594dee83d5
333,FUCK YOU I AM VERY ANGRY AND SERIOUS,angry,Lil Darkie,53,https://open.spotify.com/track/14LCrkKYSplTLYlWK3BBZ5,https://i.scdn.co/image/ab67616d0000b273026183dd364a0d894d69a9c6
334,Molly,angry,Mindless Self Indulgence,68,https://open.spotify.com/track/1kTZ1aERsOBTrihsDdGFNn,https://i.scdn.co/image/ab67616d0000b273d35b1b5785bad9b1f8520b93
335,18+,angry,Scene Queen,62,https://open.spotify.com/track/3SqPQRaxS6A6G7rlE7lvhs,https://i.scdn.co/image/ab67616d0000b2732d0c13188b2c971c2a9b478c
336,RIP Roach,angry,"XXXTENTACION,Ski Mask The Slump God",76,https://open.spotify.com/track/658I1uDnmLSiltFCf98AWE,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f
337,I'm Yer Dad,angry,GRLwood,62,https://open.spotify.com/track/0Bq0OZoSo05djGSp80EDoo,https://i.scdn.co/image/ab67616d0000b2737b42371ee0855db5ecebee55
338,abcdefu,angry,GAYLE,85,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,https://i.scdn.co/image/ab67616d0000b2732842f743ebd32235bceb43d3
339,Jennifer's Body,angry,Hole,58,https://open.spotify.com/track/6wAdJF85cna96BwQn2Pg8c,https://i.scdn.co/image/ab67616d0000b273be245e5b673371e6f95b19e2
340,Teenagers,angry,My Chemical Romance,82,https://open.spotify.com/track/7j31rVgGX9Q2blT92VBEA0,https://i.scdn.co/image/ab67616d0000b27317f77fab7e8f18d5f9fee4a1
341,fuK u lol,angry,CORPSE,67,https://open.spotify.com/track/7uSekeuXG3G2wH6D1q3ACK,https://i.scdn.co/image/ab67616d0000b273373abc05d1c100dff35bdcbf
342,Bonesaw,angry,Ghostemane,61,https://open.spotify.com/track/6I90hMc9paVMjNPxMOXoot,https://i.scdn.co/image/ab67616d0000b273b5ea1cb4ed9ef489db89597f
343,DAWG,angry,"City Morgue,ZillaKami,SosMula",56,https://open.spotify.com/track/23sFDCjLKbzMu0SWqGZsFf,https://i.scdn.co/image/ab67616d0000b27393ba2fddfc734b275c06a662
344,GENOCIDE,angry,Lil Darkie,68,https://open.spotify.com/track/68Y3zzmt2XxzheQVGbbJt4,https://i.scdn.co/image/ab67616d0000b27300b9665cba5db36da9675b2b
345,Heart Attack,angry,Scarlxrd,64,https://open.spotify.com/track/7Cq27Qc3WRyQ3ddwVslpVZ,https://i.scdn.co/image/ab67616d0000b27387a9495fd25dfa23e68a9e66
346,Lotta True Crime,angry,Penelope Scott,69,https://open.spotify.com/track/18jbMG8etanCMt6C5wFRDa,https://i.scdn.co/image/ab67616d0000b27334702dd79ebdfb24ffbefb53
347,YASOPP,angry,Kxllswxtch,65,https://open.spotify.com/track/5MLlfYP9uZUGqsaPtUAVQe,https://i.scdn.co/image/ab67616d0000b273933ae980d2d8a06b53226231
348,Vigilante Shit,angry,Taylor Swift,81,https://open.spotify.com/track/1xwAWUI6Dj0WGC3KiUPN0O,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
349,Killing In The Name,angry,Rage Against The Machine,81,https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp,https://i.scdn.co/image/ab67616d0000b2737676c7bf4e667590e496c2a3
350,labour,angry,Paris Paloma,82,https://open.spotify.com/track/2Ggr9IfS70wYQacW8nZKPG,https://i.scdn.co/image/ab67616d0000b273afcb0b97ababb33ca367917e
351,Us and Pigs,angry,SOFIA ISELLA,62,https://open.spotify.com/track/4SmhvwAHcPS07SfLUSOJnt,https://i.scdn.co/image/ab67616d0000b273c627df8fd11f4d9ae4e4f6ee
352,YuNg BrAtZ,angry,XXXTENTACION,77,https://open.spotify.com/track/2ooF4088y5L72c4YTEJQoB,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f
353,AMV,angry,Lil Darkie,64,https://open.spotify.com/track/2tCzoavZgN8Hnoy31NNGNi,https://i.scdn.co/image/ab67616d0000b2738a7684c5a5ec371aff734a75
354,Ptolemaea,angry,Ethel Cain,63,https://open.spotify.com/track/29LsI5izZL8txZEJhegSBs,https://i.scdn.co/image/ab67616d0000b273ccd1887cc78b0bd55f54bbe1
355,I duckinf hatw you,angry,"Ghostemane,Parv0",72,https://open.spotify.com/track/6LHhaWs0HzuPhflDWiVtp1,https://i.scdn.co/image/ab67616d0000b2735abcea911bfb4b25200f770f
356,Drunk Walk Home,angry,Mitski,65,https://open.spotify.com/track/093N3AMhUnOeE4wgNRsBOO,https://i.scdn.co/image/ab67616d0000b273e90db8983ebd43b776694179
357,Witch Hunt,angry,"Chandler Leighton,DEZI",60,https://open.spotify.com/track/4TFXmB2WOm1G5CnVcejVQb,https://i.scdn.co/image/ab67616d0000b27343a4d75f72527a0f42642b4a
358,18+,angry,Scene Queen,62,https://open.spotify.com/track/3SqPQRaxS6A6G7rlE7lvhs,https://i.scdn.co/image/ab67616d0000b2732d0c13188b2c971c2a9b478c
359,LED,angry,OmenXIII,71,https://open.spotify.com/track/0Sgk9iiFGgjVxJfXv2L3iF,https://i.scdn.co/image/ab67616d0000b273839837732307e5556ebafe45
360,Rage,angry,Rico Nasty,55,https://open.spotify.com/track/0d3pSVPhCfuzAJLyMUZYjT,https://i.scdn.co/image/ab67616d0000b27341e7c5b95a9d860b5d868b0e
361,Breakfast,angry,Dove Cameron,76,https://open.spotify.com/track/6GUiIbJ834FcHewby3PwV0,https://i.scdn.co/image/ab67616d0000b273b5a28daad91ab7e092b0bf81
362,Take A Step Back,angry,"Ski Mask The Slump God,XXXTENTACION",74,https://open.spotify.com/track/2gQYziDV5cSTRSqr6akzi5,https://i.scdn.co/image/ab67616d0000b27313831fd1727486857a80f2be
363,RIP Roach,angry,"XXXTENTACION,Ski Mask The Slump God",76,https://open.spotify.com/track/658I1uDnmLSiltFCf98AWE,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f
364,Just A Girl - From The Original Series “Yellowjackets”,angry,Florence + The Machine,66,https://open.spotify.com/track/7DtbrNlYifGnJc7HY0fS9i,https://i.scdn.co/image/ab67616d0000b273cf0b0985f881c5c035e726e2
365,Same Old Energy,angry,Kiki Rockwell,53,https://open.spotify.com/track/7qkfs7TdDhaZ9l4YUf2UeU,https://i.scdn.co/image/ab67616d0000b273aa67e9ad438f7c877ab5a536
366,Flesh,angry,Ghostemane,68,https://open.spotify.com/track/1Ae2QJGUPtnCzdA4XYn1NF,https://i.scdn.co/image/ab67616d0000b273b5ea1cb4ed9ef489db89597f
367,55 Lifestyle,angry,Homixide Gang,63,https://open.spotify.com/track/7eUvg5UEG8AVyWKGWm7Lj1,https://i.scdn.co/image/ab67616d0000b273e57962f75f6165382e40ac51
368,DEATH OF A PREDATOR,angry,Banshee,55,https://open.spotify.com/track/3RSiw9T4sAT4Rfx24YeBRU,https://i.scdn.co/image/ab67616d0000b273795b593f6107bb94fe0b93c9
369,Rockstar Made,angry,Playboi Carti,73,https://open.spotify.com/track/3cWmqvMwVQKDigWLSZ3w9h,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb
370,Off The Map,angry,SoFaygo,59,https://open.spotify.com/track/6GNG0YQixWuLE0M5FtrRxY,https://i.scdn.co/image/ab67616d0000b273338d845a67c815d9843f39d1
371,FUCK YOU I AM VERY ANGRY AND SERIOUS,angry,Lil Darkie,53,https://open.spotify.com/track/14LCrkKYSplTLYlWK3BBZ5,https://i.scdn.co/image/ab67616d0000b273026183dd364a0d894d69a9c6
372,Fuck Off,angry,"Lil Lucifer,DeadBeatVillain",54,https://open.spotify.com/track/1uwQsyvo5QFD4zVb2PAqk5,https://i.scdn.co/image/ab67616d0000b273c3b0f215c8f5ffd3c26a6f2e
373,Crisis,angry,Jasiah,61,https://open.spotify.com/track/5cGi1voAzIK9PE3tmNdYsR,https://i.scdn.co/image/ab67616d0000b27314e64ee8d67e847491855f69
374,THAT BITCH,angry,Bea Miller,68,https://open.spotify.com/track/77o1HdXHm1hLd7Ebe9ygd0,https://i.scdn.co/image/ab67616d0000b273862f00f2c621ea0c926f9e7c
375,Never Met!,angry,ENCASSATOR,60,https://open.spotify.com/track/2VOfLVDbL5ZAxJhFaFNolo,https://i.scdn.co/image/ab67616d0000b273252accba732348e1c68e01b4
376,Off Tha Lot,angry,Yeat,73,https://open.spotify.com/track/5RdiPZzjXTmp9N51wBEzCv,https://i.scdn.co/image/ab67616d0000b27387b1f578fa40d6ac504b57d7
377,Astral Plane (High As Me),angry,UnoTheActivist,53,https://open.spotify.com/track/6OtJ8Jjjqv6rI2sEbJWD02,https://i.scdn.co/image/ab67616d0000b27304f4ca62c362603b26c30757
378,ADHD,angry,Homixide Gang,59,https://open.spotify.com/track/2NnYebjJbFNce6q7vVYRsc,https://i.scdn.co/image/ab67616d0000b2732c7325d1293a67c42b03d621
379,Medusa,angry,Kaia Jette,61,https://open.spotify.com/track/0SNWjlBCdLZvOXga4M34Is,https://i.scdn.co/image/ab67616d0000b27396851ef6a3a73a9020985e28
380,Floor 555,angry,XXXTENTACION,72,https://open.spotify.com/track/6r7ULK6c5CLVvImjTIztl1,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
381,Miss The Rage (feat. Playboi Carti),angry,"Trippie Redd,Playboi Carti",76,https://open.spotify.com/track/5gZYpjakt37G3c58FKcQwJ,https://i.scdn.co/image/ab67616d0000b273d01b8867ca76ba7a4c15a9a4
382,TOXIC,angry,YOUNGX777,76,https://open.spotify.com/track/7mlagGXcvSapZdWesGpmdS,https://i.scdn.co/image/ab67616d0000b2737e818b5578134106465739c5
383,You Make Me Sick!,angry,Ashnikko,68,https://open.spotify.com/track/2cK6tRFd7PRPFY1ZwJAKeq,https://i.scdn.co/image/ab67616d0000b273414cc2a7ceb94c9c1d5624f5
384,NEVEREVER,angry,Destroy Lonely,70,https://open.spotify.com/track/610gzNqwaSz89u6YIpDlyZ,https://i.scdn.co/image/ab67616d0000b2734f210060708ed55d2d5e79b4
385,Not All Men,angry,Morgan St. Jean,58,https://open.spotify.com/track/16HzLmAArSTpIUkgkizfOM,https://i.scdn.co/image/ab67616d0000b27369d708ad321e12831e53ceb5
386,RAGE,angry,Samantha Margret,56,https://open.spotify.com/track/5PT996RGwH4wDp6Ui92yDz,https://i.scdn.co/image/ab67616d0000b273519cfa018bd0ca88c60b6026
387,Fuk Tha Clout (feat. Yeat),angry,"KANKAN,Yeat",62,https://open.spotify.com/track/2u8p7hcPih3EhieDLnsnUH,https://i.scdn.co/image/ab67616d0000b27317664112a4cc801695ca0f5e
388,Girls Against God,angry,Florence + The Machine,60,https://open.spotify.com/track/6kQlUiaTUyRW8fYQ2xDhpx,https://i.scdn.co/image/ab67616d0000b2735fd9e21618182df7d70b2186
389,V-Friends,angry,Homixide Gang,58,https://open.spotify.com/track/7FUx1SDHG4Im52aKu3iCXC,https://i.scdn.co/image/ab67616d0000b2737ab60a4c49f7938f1d435a5f
390,Rock N Roll,angry,Ken Carson,71,https://open.spotify.com/track/1V0jEAE4UreyX8KYxGLnLP,https://i.scdn.co/image/ab67616d0000b273e59caa125e860f0b49034665
391,#ImSippinTeaInYoHood,angry,XXXTENTACION,67,https://open.spotify.com/track/2z6W6oeZvBaO56Mg587v0w,https://i.scdn.co/image/ab67616d0000b27352cc5e3765a135c52e1bbbbc
392,Molly Hearts,angry,Trippie Redd,56,https://open.spotify.com/track/3KXPXlXd8rmeFEU7qFCKoT,https://i.scdn.co/image/ab67616d0000b273d01b8867ca76ba7a4c15a9a4
393,abcdefu (angrier),angry,GAYLE,71,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,https://i.scdn.co/image/ab67616d0000b2733acbe79d4a2013021b607a84
394,Still countin,angry,Yeat,60,https://open.spotify.com/track/2Jgk7jr68B6EGc2mHOr3Gg,https://i.scdn.co/image/ab67616d0000b27372b69f1f356613717909d6db
395,Break Shit,angry,Jasiah,65,https://open.spotify.com/track/46PndWC5iW7JpdmaY2Jswq,https://i.scdn.co/image/ab67616d0000b27314e64ee8d67e847491855f69
396,BITE BACK!,angry,"SXMPRA,Teddy Slugz",56,https://open.spotify.com/track/1lXofGJvQoTFSMTq616jwR,https://i.scdn.co/image/ab67616d0000b273f4c9c7af17d6312465f78ea4
397,mad woman,angry,Taylor Swift,70,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
398,Take Me Away,angry,"Somber,Warlord Colossus",66,https://open.spotify.com/track/4YBR9F76hT40fVDfzrcOth,https://i.scdn.co/image/ab67616d0000b273b43077433dca1753c4cfdf9c
399,All Alone,angry,Freddie Dredd,74,https://open.spotify.com/track/5V5BHmvpylV0nSc2Yu2Mu4,https://i.scdn.co/image/ab67616d0000b273eac125ae834b76b7d15b3014
400,Astra,disgust,Zingara,41,https://open.spotify.com/track/6cDcN08jQphgeZ1nwv5aFj,https://i.scdn.co/image/ab67616d0000b2739dcdd01acc90623759a1860a
401,Trinity,disgust,Ganja White Night,40,https://open.spotify.com/track/0gre3MB3irVxLuYOrCODcn,https://i.scdn.co/image/ab67616d0000b27316e92bcb7542f827246d3eb3
402,PEACE LOVE & WUBZ,disgust,"LSDREAM,Cojaxx",51,https://open.spotify.com/track/776eASGwFLhvAUYmWZvwrL,https://i.scdn.co/image/ab67616d0000b273ee2c1d5fb7b992218b17f69a
403,Into Pieces (feat. Grabbitz),disgust,"Subtronics,Grabbitz",49,https://open.spotify.com/track/1gTa0kM9Xlfb2HS1KOzz4V,https://i.scdn.co/image/ab67616d0000b2731d3c06f26fdacb59741828e5
404,Here With Me,disgust,PEEKABOO,55,https://open.spotify.com/track/6qLM7FY8SPWYIyKKhzzVO0,https://i.scdn.co/image/ab67616d0000b27387a33b530269a5414cdc0d97
405,Spacetime (feat. NEVVE),disgust,"Subtronics,Nevve",57,https://open.spotify.com/track/0yotOi6EFaBal5Gy7YVcuI,https://i.scdn.co/image/ab67616d0000b2731d3c06f26fdacb59741828e5
406,Escape - Subtronics Remix,disgust,"Kx5,deadmau5,Kaskade,Subtronics,Hayla",6,https://open.spotify.com/track/6Ep94gYKvkI4OqCOGV66Wx,https://i.scdn.co/image/ab67616d0000b273da6657be4bfee1614b1fb02b
407,Gassed Up,disgust,"Zeds Dead,Subtronics,Flowdan",60,https://open.spotify.com/track/6uwjDA0Qi6hk8C6lPJIMc9,https://i.scdn.co/image/ab67616d0000b273729edadd8d15058d273116b0
408,Blood On Me,disgust,"SVDDEN DEATH,SLANDER",53,https://open.spotify.com/track/4dblKUfR2u2iQXCQ82awv6,https://i.scdn.co/image/ab67616d0000b27397b8873e7715f5ccd7e0b964
409,Dominate,disgust,Space Laces,51,https://open.spotify.com/track/6zBFQ5dWHEmEx2RDoZ1ZP2,https://i.scdn.co/image/ab67616d0000b273abe929288484cb506b1591c9
410,Bleed,disgust,SVDDEN DEATH,51,https://open.spotify.com/track/0xoP7caCgKlnT9JhnPbcXe,https://i.scdn.co/image/ab67616d0000b273d42695845adfa17e34ae0cee
411,Maniac,disgust,PEEKABOO,46,https://open.spotify.com/track/7dtL3EKSsBkRmwVoJlep5j,https://i.scdn.co/image/ab67616d0000b27335f4569da068054ca5973fe9
412,Wook Worm,disgust,TVBOO,40,https://open.spotify.com/track/0N9pNJHVaFarSVeizaA0Il,https://i.scdn.co/image/ab67616d0000b273d6468654c62727443014e164
413,SUB ZERO,disgust,Just A Gent,53,https://open.spotify.com/track/72VyFG8WRK6CeV3ToXccOm,https://i.scdn.co/image/ab67616d0000b27372a648947195104b090ed0fe
414,Hieroglyph,disgust,Subtronics,41,https://open.spotify.com/track/6yPqKo9Sr45978wcmwP0cL,https://i.scdn.co/image/ab67616d0000b2731d3c06f26fdacb59741828e5
415,Kaleidoscope (Feat. Crystalline),disgust,"Champagne Drip,Crystalline",52,https://open.spotify.com/track/10dLRZ7GCIXEuUuONkNcxI,https://i.scdn.co/image/ab67616d0000b273f1100c564b1376741d793433
416,Gemini (feat. George Maple),disgust,"What So Not,George Maple",57,https://open.spotify.com/track/6sjtHq6EueMR7otphregK5,https://i.scdn.co/image/ab67616d0000b27361594af80362e94fb934af7a
417,Color Of Your Soul,disgust,"GRiZ,CloZee",56,https://open.spotify.com/track/71LZ7lwCisTG3H9UXKraTe,https://i.scdn.co/image/ab67616d0000b273312f1629090da311503eb1ea
418,Overthinker - CloZee Remix,disgust,"INZO,CloZee",0,https://open.spotify.com/track/09uLd12oTAf9UMbf0FKowo,https://i.scdn.co/image/ab67616d0000b273833620a6bfa835349f939253
419,Griztronics II (Another Level),disgust,"GRiZ,Subtronics",58,https://open.spotify.com/track/2il9NDpW87Hk2L9AjeDf8r,https://i.scdn.co/image/ab67616d0000b273bb233a7662608bb22e24a07f
