,name,category,artist,popularity,urls
639,Just Wanna Rock,neutral,Lil Uzi Vert,91,https://open.spotify.com/track/4FyesJzVpA39hbYvcseO2d
640,As It Was,neutral,Harry Styles,93,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
641,CUFF IT,neutral,Beyoncé,90,https://open.spotify.com/track/1xzi1Jcr7mEi9K2RfzLOqS
642,Private Landing (feat. Justin Bieber & Future),neutral,"Don Toliver,Justin Bieber,Future",85,https://open.spotify.com/track/52NGJPcLUzQq5w7uv4e5gf
643,BESO,neutral,"ROSALÍA,Rauw Alejandro",96,https://open.spotify.com/track/609E1JCInJncactoMmkDon
644,Thinkin’ Bout Me,neutral,Morgan Wallen,87,https://open.spotify.com/track/0PAcdVzhPO4gq1Iym9ESnK
645,DOGTOOTH,neutral,"Tyler, The Creator",84,https://open.spotify.com/track/0judK8TqYfvwUohBngUxrE
646,"Shakira: Bzrp Music Sessions, Vol. 53",neutral,"Bizarrap,Shakira",97,https://open.spotify.com/track/4nrPB8O7Y7wsOCJdgXkthe
647,Rich Flex,neutral,"Drake,21 Savage",92,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N
648,Trance (with Travis Scott & Young Thug),neutral,"Metro Boomin,Travis Scott,Young Thug",90,https://open.spotify.com/track/5wG3HvLhF6Y5KTGlK0IW3J
649,TQG,neutral,"KAROL G,Shakira",98,https://open.spotify.com/track/0DWdj2oZMBFSzRsi2Cvfzf
650,Chemical,neutral,Post Malone,84,https://open.spotify.com/track/5w40ZYhbBMAlHYNDaVJIUu
651,Boy's a liar Pt. 2,neutral,"PinkPantheress,Ice Spice",98,https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv
652,Calm Down (with Selena Gomez),neutral,"Rema,Selena Gomez",96,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
653,Kill Bill (feat. Doja Cat),neutral,"SZA,Doja Cat",82,https://open.spotify.com/track/0CrcwVLUe8wzLUIXgjXVZJ
654,Flowers,neutral,Miley Cyrus,100,https://open.spotify.com/track/0yLdNVWF3Srea0uzk55zFn
655,Players,neutral,Coi Leray,93,https://open.spotify.com/track/6UN73IYd0hZxLi8wFPMQij
656,Die For You - Remix,neutral,"The Weeknd,Ariana Grande",95,https://open.spotify.com/track/7oDd86yk8itslrA9HRP2ki
657,Escapism.,neutral,"RAYE,070 Shake",86,https://open.spotify.com/track/5mHdCZtVyb4DcJw8799hZp
658,Never Felt So Alone,neutral,Labrinth,86,https://open.spotify.com/track/2NbsBSshscKIPRG3kwBbfo
659,BESO,neutral,"ROSALÍA,Rauw Alejandro",96,https://open.spotify.com/track/609E1JCInJncactoMmkDon
660,As It Was,neutral,Harry Styles,93,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
661,Anti-Hero,neutral,Taylor Swift,95,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
662,Creepin' (with The Weeknd & 21 Savage),neutral,"Metro Boomin,The Weeknd,21 Savage",97,https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
663,Eyes Closed,neutral,Ed Sheeran,89,https://open.spotify.com/track/07bsRv0pcpbG4zJeLsUs1p
664,People,neutral,Libianca,92,https://open.spotify.com/track/26b3oVLrRUaaybJulow9kz
665,Search & Rescue,neutral,Drake,90,https://open.spotify.com/track/7aRCf5cLOFN1U7kvtChY1G
666,golden hour,neutral,JVKE,91,https://open.spotify.com/track/5odlY52u43F5BjByhxg7wg
667,Miracle (with Ellie Goulding),neutral,"Calvin Harris,Ellie Goulding",90,https://open.spotify.com/track/5eTaQYBE1yrActixMAeLcZ
668,Until I Found You (with Em Beihold) - Em Beihold Version,neutral,"Stephen Sanchez,Em Beihold",94,https://open.spotify.com/track/1Y3LN4zO1Edc2EluIoSPJN
669,ceilings,neutral,Lizzy McAlpine,92,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI
670,Snooze,neutral,SZA,93,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
671,CUFF IT,neutral,Beyoncé,90,https://open.spotify.com/track/1xzi1Jcr7mEi9K2RfzLOqS
672,Here With Me,neutral,d4vd,95,https://open.spotify.com/track/78Sw5GDo6AlGwTwanjXbGh
673,Unholy (feat. Kim Petras),neutral,"Sam Smith,Kim Petras",93,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
674,Just Wanna Rock,neutral,Lil Uzi Vert,91,https://open.spotify.com/track/4FyesJzVpA39hbYvcseO2d
675,I Ain't Worried,neutral,OneRepublic,94,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB
676,I'm Good (Blue),neutral,"David Guetta,Bebe Rexha",95,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK
677,OMG,neutral,NewJeans,94,https://open.spotify.com/track/65FftemJ1DbbZ45DUfHJXE
678,10:35,neutral,"Tiësto,Tate McRae",91,https://open.spotify.com/track/6BePGk3eCan4FqaW2X8Qy3
679,LET GO,neutral,Central Cee,89,https://open.spotify.com/track/3zkyus0njMCL6phZmNNEeN
680,DOGTOOTH,neutral,"Tyler, The Creator",84,https://open.spotify.com/track/0judK8TqYfvwUohBngUxrE
681,La Bebe - Remix,neutral,"Yng Lvcas,Peso Pluma",95,https://open.spotify.com/track/2UW7JaomAMuX9pZrjVpHAU
682,Made You Look,neutral,Meghan Trainor,91,https://open.spotify.com/track/0QHEIqNKsMoOY5urbzN48u
683,Cupid - Twin Ver.,neutral,FIFTY FIFTY,92,https://open.spotify.com/track/7FbrGaHYVDmfr7KoLIZnQ7
684,If We Ever Broke Up,neutral,Mae Stephens,88,https://open.spotify.com/track/6maTPqynTmrkWIralgGaoP
685,VOID,neutral,Melanie Martinez,81,https://open.spotify.com/track/6KqOVYU3af2wsqxh1iO1lx
686,Bones,neutral,Imagine Dragons,88,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
687,FLOWER,neutral,JISOO,87,https://open.spotify.com/track/69CrOS7vEHIrhC2ILyEi0s
688,Eat Your Young,neutral,Hozier,82,https://open.spotify.com/track/2Jw3VjB1xy5KHBqEeAC6VK
689,Moonlight,neutral,Kali Uchis,85,https://open.spotify.com/track/2i2gDpKKWjvnRTOZRhaPh2
690,Late Night Talking,neutral,Harry Styles,90,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK
691,TQG,neutral,"KAROL G,Shakira",98,https://open.spotify.com/track/0DWdj2oZMBFSzRsi2Cvfzf
692,Bad Habit,neutral,Steve Lacy,87,https://open.spotify.com/track/5CM4UuQ9Gnd6K2YyKGPMoK
693,Lavender Haze,neutral,Taylor Swift,89,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC
694,Last Night,neutral,Morgan Wallen,90,https://open.spotify.com/track/59uQI0PADDKeE6UZDTJEe8
695,Nonsense,neutral,Sabrina Carpenter,90,https://open.spotify.com/track/6dgUya35uo964z7GZXM07g
696,Like Crazy (English Version),neutral,Jimin,92,https://open.spotify.com/track/0u8rZGtXJrLtiSe34FPjGG
697,I Like You (A Happier Song) (with Doja Cat),neutral,"Post Malone,Doja Cat",88,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj
698,Something in the Orange,neutral,Zach Bryan,89,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI
699,Heaven,neutral,Niall Horan,88,https://open.spotify.com/track/1yHVHoz6Ny29gbbWJYVnFt
